step,episode,mean_reward,ep_ee_gbits_j,ep_energy_mj,ep_mean_lat_ms,epsilon
5000,1,2370.426626,0.01700399222721886,2775.1203600000104,0.02739722529707376,0.9050190000000005
10000,2,2435.674715,0.018156867790344273,2598.9132914285665,0.06552103473415136,0.8100190000000004
15000,3,2521.457504,0.019878277330773696,2373.8538428571323,0.022261713625101945,0.7150190000000003
20000,4,2578.83343,0.021319159812616322,2213.413917142825,0.07145331522321481,0.6200190000000002
25000,5,2652.967932,0.02311817734484883,2041.1697828570977,0.026403331276930238,0.5250190000000001
30000,6,2737.522728,0.025623282565030797,1841.611234285674,0.019931976313726035,0.43001900000000004
35000,7,2811.61119,0.028195852258474437,1673.5839228571033,0.018620198991048612,0.33501899999999996
40000,8,2899.810634,0.032141087993210866,1468.155808571398,0.02843227711048488,0.24001899999999987
45000,9,2974.097059,0.0361911293994104,1303.8588685714155,0.018399355130791318,0.1450189999999998
50000,10,3071.300516,0.043141699719960465,1093.7938314285825,0.03140406697242794,0.0500189999999997
55000,11,3116.648356,0.04716930380497109,1000.3990142857244,0.021064758047075426,0.05
60000,12,3109.827575,0.04727444086628766,998.1741542857199,0.06490382324033432,0.05
65000,13,3117.920694,0.047424234304899046,995.0213371428603,0.023201008375626286,0.05
70000,14,3107.29701,0.04639917024391029,1017.0036400000106,0.03240341236353072,0.05
75000,15,3109.394605,0.046749994501141846,1009.37177714287,0.035367193904260026,0.05
80000,16,3116.16359,0.04728442015798322,997.9634914285822,0.03099890703920592,0.05
85000,17,3110.345462,0.04642147868739648,1016.5149057142941,0.02006107899975223,0.05
90000,18,3114.702614,0.04708708811351886,1002.1457457142923,0.03039204760838544,0.05
95000,19,3113.334263,0.046931578918487635,1005.466385714295,0.022935244976782402,0.05
100000,20,3111.091583,0.046755058439613605,1009.2624542857259,0.02658221276866052,0.05
105000,21,3104.952008,0.046278727669686895,1019.6504400000115,0.02755578259742081,0.05
110000,22,3116.112468,0.04709179029746069,1002.0456800000118,0.020351090264197638,0.05
115000,23,3110.175674,0.04636758672907468,1017.6963771428664,0.01728490784279114,0.05
120000,24,3118.057238,0.047626437256507295,990.7968714285794,0.03767732582882217,0.05
125000,25,3120.715564,0.047475526404431714,993.9463257142961,0.018362630556425216,0.05
130000,26,3114.142627,0.04688104268212659,1006.5502457142968,0.021124676075866308,0.05
135000,27,3121.706531,0.04762939930411304,990.7352542857287,0.01857745553195569,0.05
140000,28,3119.104118,0.04748773027716585,993.6908914285809,0.022791826155095313,0.05
145000,29,3116.880227,0.04721892013145653,999.3478228571545,0.02963679870403694,0.05
150000,30,3109.432554,0.046568540183706146,1013.3047942857265,0.024415748402089137,0.05
155000,31,3117.352078,0.0472130724185024,999.4716000000102,0.018578772020329346,0.05
160000,32,3117.318529,0.047323347711253703,997.1425800000071,0.023355331778756216,0.05
165000,33,3122.681828,0.047864978772605066,985.8591028571501,0.030788083283441143,0.05
170000,34,3112.864591,0.046981972164206055,1004.3879142857261,0.033913959834045104,0.05
175000,35,3108.932872,0.04654824479612682,1013.746602857158,0.03271013769654802,0.05
180000,36,3118.496162,0.04715412125111987,1000.7211200000104,0.01835562075287596,0.05
185000,37,3123.150755,0.04761197073955195,991.0979171428644,0.016303837476350638,0.05
190000,38,3109.964418,0.04651043831105086,1014.5706371428683,0.018858589291109933,0.05
195000,39,3114.131165,0.047126387578253444,1001.3100400000104,0.027212267225562806,0.05
200000,40,3113.274223,0.04668818329549004,1010.7081000000101,0.015084826743937015,0.05
205000,41,3115.106645,0.04705208857030017,1002.8911885714389,0.02327606816813599,0.05
210000,42,3119.062535,0.047592316375661504,991.5072142857233,0.03104366589683361,0.05
215000,43,3109.689784,0.04643744854988703,1016.1653257142989,0.01933040009351474,0.05
220000,44,3116.353311,0.04709972369420536,1001.8768971428693,0.02078430669239018,0.05
225000,45,3115.959746,0.047173842813168616,1000.3027571428705,0.022068147384091488,0.05
230000,46,3110.551554,0.04647207611232028,1015.4081542857267,0.018238574800149756,0.05
235000,47,3116.14245,0.04694169988332878,1005.249600000014,0.017066112886264532,0.05
240000,48,3116.902055,0.04705532951339763,1002.8221142857265,0.015874682964369145,0.05
245000,49,3116.267648,0.046988679700500476,1004.2445400000109,0.016536161851746427,0.05
250000,50,3105.606995,0.04628981405445335,1019.40623428573,0.03496647543348967,0.05
255000,51,3115.806165,0.04705343779187854,1002.8624314285844,0.018961895302267082,0.05
260000,52,3126.034071,0.04797956342019728,983.5046771428692,0.018618917996639252,0.05
265000,53,3119.925842,0.04724478881091483,998.8006342857271,0.014494284087133864,0.05
270000,54,3114.575991,0.046967856519470164,1004.6897714285828,0.02107986019436728,0.05
275000,55,3114.910925,0.04679197295790146,1008.4662400000082,0.01564803415882122,0.05
280000,56,3119.350355,0.04742501228992453,995.005014285723,0.019606950056158996,0.05
285000,57,3116.811672,0.047154656676641045,1000.7097571428716,0.01863736040688326,0.05
290000,58,3113.637816,0.04682684973097612,1007.7151314285798,0.019488986437210497,0.05
295000,59,3110.23504,0.04660759205028021,1012.4557600000119,0.021297115461021428,0.05
300000,60,3112.006884,0.04682827422809121,1007.6844771428684,0.03266787133919947,0.05
305000,61,3111.345846,0.04671821546694808,1010.0583800000092,0.020671750402120975,0.05
310000,62,3113.116152,0.04665132608259728,1011.5066171428709,0.017603076372375567,0.05
315000,63,3114.946244,0.04716447783989288,1000.5013771428646,0.02429824912993013,0.05
320000,64,3121.940207,0.047790914152514984,987.3869514285841,0.025505476003668644,0.05
325000,65,3116.121096,0.04711882911917884,1001.4706628571529,0.019054289421962987,0.05
330000,66,3115.993294,0.04714147463587644,1000.9895828571515,0.02768755826234455,0.05
335000,67,3113.652243,0.04666416182305308,1011.2283857143033,0.014450046884571615,0.05
340000,68,3117.443075,0.047060015433422704,1002.7222600000097,0.016456108580981257,0.05
345000,69,3115.809472,0.04706669470688418,1002.579962857154,0.019052304580794644,0.05
350000,70,3110.589739,0.04653210465081076,1014.0982314285833,0.01831150765547495,0.05
355000,71,3114.37307,0.046874451646921736,1006.6917771428651,0.020297696689183683,0.05
360000,72,3114.084222,0.046919613333794026,1005.7228028571482,0.020130160009629312,0.05
365000,73,3109.447519,0.04641173572491429,1016.7282971428685,0.0193775688164297,0.05
370000,74,3106.987777,0.04611546765855234,1023.2602514285828,0.018320971154306503,0.05
375000,75,3115.339543,0.0470017053899223,1003.9662314285861,0.025946109532458662,0.05
380000,76,3121.03542,0.04744526821793446,994.5802142857249,0.01624718037608921,0.05
385000,77,3116.069569,0.04718438991473069,1000.0791600000128,0.029903116677387574,0.05
390000,78,3109.373018,0.04640506736233737,1016.8744000000122,0.018955673239735217,0.05
395000,79,3121.856593,0.04775331236112319,988.1644371428698,0.030112623779768852,0.05
400000,80,3111.32643,0.046626314048836624,1012.0492257143013,0.01938355003070209,0.05
405000,81,3121.099778,0.04746414421819141,994.18468000001,0.01859409978217898,0.05
410000,82,3116.866099,0.046883430154274305,1006.4989885714424,0.014315626802884075,0.05
415000,83,3117.138278,0.04706275737542947,1002.6638400000111,0.01789320505766043,0.05
420000,84,3116.320521,0.0473828324615005,995.8907600000118,0.035563933638709744,0.05
425000,85,3117.550053,0.04701395699163973,1003.7046028571513,0.016671671125057817,0.05
430000,86,3112.82279,0.04663015867770481,1011.965782857156,0.017443066104791977,0.05
435000,87,3117.434242,0.047161473004664986,1000.5651228571536,0.0200111314446656,0.05
440000,88,3113.378305,0.04661583205049516,1012.2767942857242,0.016371217752632044,0.05
445000,89,3111.223605,0.046566851124934645,1013.3415485714394,0.01993702660935186,0.05
450000,90,3115.456122,0.04665627021135262,1011.3994285714447,0.012608613224331374,0.05
455000,91,3123.220587,0.04761708970584882,990.9913714285823,0.014196497676371229,0.05
460000,92,3116.749211,0.047012729269068736,1003.7308142857306,0.01885679594405143,0.05
465000,93,3119.431527,0.04700872777220982,1003.8162542857241,0.013484954578178039,0.05
470000,94,3117.248042,0.046993376289418916,1004.1441742857257,0.01703104612054312,0.05
475000,95,3119.835003,0.04723526190864242,999.0020828571536,0.01734621235764274,0.05
480000,96,3117.271993,0.047152936545887,1000.7462628571541,0.0191997122817298,0.05
485000,97,3119.468449,0.04742965962407917,994.9075200000045,0.01924896581016502,0.05
490000,98,3111.506716,0.04665062281942315,1011.5218657142988,0.022650631430882324,0.05
495000,99,3119.249597,0.04718204151340958,1000.128937142867,0.016953934479186243,0.05
500000,100,3118.994288,0.04694172736760715,1005.2490114285789,0.014168568886124376,0.05
